geotype,borough,geoid,bct2020,pop_20,pop_20p,hhpop_20,hhpop_20p,gq_20,gq_20p,instgq_20,instgq_20p,avhhsz_20,popu18_20,popu18_20p,hsp_20,hsp_20p,wnh_20,wnh_20p,bnh_20,bnh_20p,anh_20,anh_20p,onh_20,onh_20p,nh2pl_20,nh2pl_20p,hunits_20,hunits_20p,ochu_20,ochu_20p,vachu_20,vachu_20p
CT2020,Brooklyn,36047107800,3107800,4112,1.0,"4,059",0.987,53,0.013000000000000001,38,0.009000000000000001,2.26,610,0.14800000000000002,527,0.128,64,0.016,"3,316",0.8059999999999999,22,0.005,26,0.006,157,0.038,1876,1.0,"1,794",0.956,82,0.044000000000000004
CT2020,Brooklyn,36047109800,3109800,2290,1.0,"1,979",0.8640000000000001,311,0.136,0,0.0,3.13,594,0.259,411,0.179,47,0.021,"1,615",0.705,30,0.013000000000000001,38,0.017,149,0.065,681,1.0,633,0.93,48,0.07
CT2020,Brooklyn,36047110400,3110400,5068,1.0,"4,854",0.958,214,0.042,0,0.0,2.67,"1,168",0.23,863,0.17,87,0.017,"3,723",0.735,41,0.008,65,0.013000000000000001,289,0.057,1952,1.0,"1,815",0.93,137,0.07
CT2020,Brooklyn,36047110600,3110600,4558,1.0,"4,558",1.0,0,0.0,0,0.0,2.54,"1,271",0.27899999999999997,"1,180",0.259,46,0.01,"3,152",0.6920000000000001,17,0.004,47,0.01,116,0.025,1902,1.0,"1,794",0.943,108,0.057
CT2020,Brooklyn,36047111000,3111000,3037,1.0,"3,037",1.0,0,0.0,0,0.0,2.22,724,0.23800000000000002,716,0.23600000000000002,24,0.008,"2,155",0.71,10,0.003,33,0.011000000000000001,99,0.033,1429,1.0,"1,367",0.9570000000000001,62,0.043
CT2020,Brooklyn,36047111600,3111600,3434,1.0,"3,259",0.9490000000000001,175,0.051,175,0.051,3.04,798,0.23199999999999998,778,0.22699999999999998,56,0.016,"2,307",0.672,41,0.012,39,0.011000000000000001,213,0.062,1149,1.0,"1,071",0.932,78,0.068
CT2020,Brooklyn,36047111800,3111800,3507,1.0,"3,477",0.991,30,0.009000000000000001,0,0.0,3.06,941,0.268,938,0.267,98,0.027999999999999997,"2,095",0.597,158,0.045,49,0.013999999999999999,169,0.048,1244,1.0,"1,135",0.912,109,0.08800000000000001
CT2020,Brooklyn,36047112000,3112000,3480,1.0,"3,461",0.995,19,0.005,0,0.0,3.04,833,0.239,"1,130",0.325,52,0.015,"2,001",0.575,94,0.027000000000000003,24,0.006999999999999999,179,0.051,1260,1.0,"1,140",0.905,120,0.095
CT2020,Brooklyn,36047112200,3112200,3514,1.0,"3,413",0.971,101,0.028999999999999998,0,0.0,2.82,859,0.244,696,0.198,81,0.023,"2,332",0.664,63,0.018000000000000002,62,0.018000000000000002,280,0.08,1305,1.0,"1,211",0.9279999999999999,94,0.07200000000000001
CT2020,Brooklyn,36047112400,3112400,4288,1.0,"4,177",0.9740000000000001,111,0.026000000000000002,0,0.0,3.01,"1,079",0.252,895,0.209,92,0.021,"3,021",0.705,43,0.01,35,0.008,202,0.047,1501,1.0,"1,389",0.925,112,0.075
CT2020,Brooklyn,36047112600,3112600,4368,1.0,"4,274",0.978,94,0.022000000000000002,0,0.0,2.74,"1,078",0.247,"1,105",0.253,56,0.013000000000000001,"2,945",0.674,15,0.003,49,0.011000000000000001,198,0.045,1671,1.0,"1,559",0.9329999999999999,112,0.067
CT2020,Brooklyn,36047112800,3112800,4461,1.0,"4,458",0.9990000000000001,3,0.001,0,0.0,2.81,"1,039",0.233,871,0.195,173,0.039,"3,059",0.6859999999999999,32,0.006999999999999999,70,0.016,256,0.057,1728,1.0,"1,585",0.917,143,0.083
CT2020,Brooklyn,36047113000,3113000,4460,1.0,"4,460",1.0,0,0.0,0,0.0,2.72,"1,092",0.245,952,0.213,79,0.018000000000000002,"3,075",0.6890000000000001,32,0.006999999999999999,37,0.008,285,0.064,1707,1.0,"1,640",0.961,67,0.039
CT2020,Brooklyn,36047113200,3113200,2427,1.0,"2,389",0.9840000000000001,38,0.016,0,0.0,2.61,524,0.21600000000000003,455,0.187,28,0.012,"1,734",0.7140000000000001,38,0.016,32,0.013000000000000001,140,0.057999999999999996,982,1.0,914,0.9309999999999999,68,0.069
CT2020,Brooklyn,36047113400,3113400,2658,1.0,"2,539",0.955,119,0.045,0,0.0,2.76,749,0.282,912,0.34299999999999997,59,0.022000000000000002,"1,565",0.589,12,0.005,36,0.013999999999999999,74,0.027999999999999997,968,1.0,921,0.951,47,0.049
CT2020,Brooklyn,36047114201,3114201,1880,1.0,"1,880",1.0,0,0.0,0,0.0,3.18,404,0.215,"1,187",0.631,86,0.046,407,0.21600000000000003,107,0.057,12,0.006,81,0.043,614,1.0,592,0.9640000000000001,22,0.036000000000000004
CT2020,Brooklyn,36047114202,3114202,2670,1.0,"2,647",0.991,23,0.009000000000000001,0,0.0,2.92,558,0.209,"1,518",0.569,128,0.048,802,0.3,86,0.032,44,0.016,92,0.034,969,1.0,908,0.937,61,0.063
CT2020,Brooklyn,36047114400,3114400,2414,1.0,"2,283",0.946,131,0.054000000000000006,0,0.0,2.93,600,0.249,996,0.413,72,0.03,"1,181",0.489,33,0.013999999999999999,29,0.012,103,0.043,830,1.0,778,0.937,52,0.063
CT2020,Brooklyn,36047114600,3114600,3134,1.0,"3,079",0.982,55,0.018000000000000002,0,0.0,3.21,722,0.23,"2,012",0.642,74,0.024,697,0.222,157,0.05,59,0.019,135,0.043,1027,1.0,958,0.9329999999999999,69,0.067
CT2020,Brooklyn,36047115000,3115000,3123,1.0,"3,123",1.0,0,0.0,0,0.0,3.27,783,0.251,"1,452",0.465,59,0.019,"1,380",0.442,42,0.013000000000000001,67,0.021,123,0.039,1016,1.0,954,0.9390000000000001,62,0.061
CT2020,Brooklyn,36047115200,3115200,3496,1.0,"3,482",0.996,14,0.004,0,0.0,3.21,968,0.27699999999999997,"1,202",0.344,80,0.023,"1,825",0.522,140,0.04,49,0.013999999999999999,200,0.057,1161,1.0,"1,086",0.935,75,0.065
CT2020,Brooklyn,36047115600,3115600,4452,1.0,"4,400",0.988,52,0.012,18,0.004,2.82,"1,213",0.272,"1,642",0.369,110,0.025,"2,418",0.5429999999999999,55,0.012,63,0.013999999999999999,164,0.037000000000000005,1631,1.0,"1,563",0.958,68,0.042
CT2020,Brooklyn,36047115800,3115800,3260,1.0,"3,211",0.985,49,0.015,0,0.0,2.96,771,0.237,886,0.272,60,0.018000000000000002,"1,975",0.606,81,0.025,45,0.013999999999999999,213,0.065,1165,1.0,"1,083",0.93,82,0.07
CT2020,Brooklyn,36047116000,3116000,2630,1.0,"2,579",0.981,51,0.019,0,0.0,2.89,654,0.249,814,0.31,12,0.005,"1,641",0.624,14,0.005,22,0.008,127,0.048,935,1.0,892,0.9540000000000001,43,0.046
CT2020,Brooklyn,36047116200,3116200,2374,1.0,"2,374",1.0,0,0.0,0,0.0,2.92,512,0.21600000000000003,497,0.209,41,0.017,"1,545",0.6509999999999999,63,0.027000000000000003,36,0.015,192,0.081,885,1.0,812,0.9179999999999999,73,0.08199999999999999
CT2020,Brooklyn,36047116400,3116400,3275,1.0,"3,260",0.995,15,0.005,0,0.0,3.07,756,0.231,"1,013",0.309,52,0.016,"1,836",0.561,148,0.045,53,0.016,173,0.053,1103,1.0,"1,062",0.963,41,0.037000000000000005
CT2020,Brooklyn,36047116600,3116600,3484,1.0,"3,478",0.998,6,0.002,0,0.0,3.25,986,0.28300000000000003,"1,529",0.439,60,0.017,"1,306",0.375,289,0.083,87,0.025,213,0.061,1162,1.0,"1,071",0.922,91,0.078
CT2020,Brooklyn,36047116800,3116800,2273,1.0,"2,251",0.99,22,0.01,0,0.0,3.2,540,0.23800000000000002,"1,370",0.603,58,0.026000000000000002,524,0.231,136,0.06,84,0.037000000000000005,101,0.044000000000000004,782,1.0,703,0.899,79,0.10099999999999999
CT2020,Brooklyn,36047117000,3117000,1974,1.0,"1,959",0.992,15,0.008,0,0.0,3.32,459,0.233,"1,312",0.665,45,0.023,378,0.191,105,0.053,62,0.031,72,0.036000000000000004,636,1.0,590,0.9279999999999999,46,0.07200000000000001
CT2020,Brooklyn,36047117201,3117201,2602,1.0,"2,587",0.9940000000000001,15,0.006,0,0.0,3.23,640,0.24600000000000002,"1,862",0.716,49,0.019,456,0.175,96,0.037000000000000005,91,0.035,48,0.018000000000000002,843,1.0,801,0.95,42,0.05
CT2020,Brooklyn,36047117202,3117202,4266,1.0,"4,153",0.9740000000000001,113,0.026000000000000002,0,0.0,3.32,995,0.233,"2,764",0.648,130,0.03,841,0.19699999999999998,217,0.051,163,0.038,151,0.035,1347,1.0,"1,251",0.929,96,0.071
CT2020,Brooklyn,36047117400,3117400,4331,1.0,"4,301",0.993,30,0.006999999999999999,0,0.0,3.39,987,0.228,"3,188",0.736,103,0.024,520,0.12,204,0.047,157,0.036000000000000004,159,0.037000000000000005,1372,1.0,"1,270",0.9259999999999999,102,0.07400000000000001
CT2020,Brooklyn,36047117601,3117601,2760,1.0,"2,722",0.986,38,0.013999999999999999,9,0.003,3.28,660,0.239,"2,031",0.736,110,0.04,342,0.124,92,0.033,122,0.044000000000000004,63,0.023,891,1.0,831,0.9329999999999999,60,0.067
CT2020,Brooklyn,36047117602,3117602,3492,1.0,"3,492",1.0,0,0.0,0,0.0,3.28,872,0.25,"2,503",0.7170000000000001,90,0.026000000000000002,484,0.139,176,0.05,126,0.036000000000000004,113,0.032,1154,1.0,"1,064",0.922,90,0.078
CT2020,Brooklyn,36047117800,3117800,1820,1.0,"1,813",0.996,7,0.004,0,0.0,3.53,403,0.221,"1,055",0.58,30,0.016,214,0.11800000000000001,280,0.154,133,0.073,108,0.059000000000000004,561,1.0,513,0.914,48,0.086
CT2020,Brooklyn,36047118000,3118000,7,1.0,7,1.0,0,0.0,0,0.0,7.0,4,0.5710000000000001,5,0.7140000000000001,0,0.0,0,0.0,0,0.0,2,0.28600000000000003,0,0.0,1,1.0,1,1.0,0,0.0
CT2020,Brooklyn,36047118201,3118201,3345,1.0,"3,345",1.0,0,0.0,0,0.0,3.55,832,0.249,"2,426",0.725,79,0.024,375,0.11199999999999999,240,0.07200000000000001,120,0.036000000000000004,105,0.031,1013,1.0,943,0.9309999999999999,70,0.069
CT2020,Brooklyn,36047118202,3118202,3275,1.0,"3,275",1.0,0,0.0,0,0.0,3.43,822,0.251,"2,363",0.722,75,0.023,331,0.10099999999999999,251,0.077,151,0.046,104,0.032,1015,1.0,956,0.9420000000000001,59,0.057999999999999996
CT2020,Brooklyn,36047118400,3118400,5434,1.0,"5,434",1.0,0,0.0,0,0.0,3.41,"1,353",0.249,"3,833",0.705,113,0.021,618,0.114,550,0.10099999999999999,184,0.034,136,0.025,1712,1.0,"1,594",0.9309999999999999,118,0.069
CT2020,Brooklyn,36047118600,3118600,3147,1.0,"3,123",0.992,24,0.008,0,0.0,3.48,737,0.23399999999999999,"1,499",0.47600000000000003,79,0.025,358,0.114,891,0.28300000000000003,198,0.063,122,0.039,975,1.0,897,0.92,78,0.08
CT2020,Brooklyn,36047118800,3118800,5156,1.0,"5,142",0.997,14,0.003,0,0.0,3.61,"1,284",0.249,"1,600",0.31,119,0.023,479,0.09300000000000001,"2,461",0.47700000000000004,275,0.053,222,0.043,1512,1.0,"1,426",0.943,86,0.057
CT2020,Brooklyn,36047119000,3119000,2217,1.0,"2,204",0.9940000000000001,13,0.006,0,0.0,3.36,573,0.258,815,0.368,63,0.027999999999999997,431,0.19399999999999998,615,0.27699999999999997,183,0.083,110,0.05,724,1.0,656,0.9059999999999999,68,0.094
CT2020,Brooklyn,36047119200,3119200,3636,1.0,"3,617",0.995,19,0.005,0,0.0,3.14,904,0.249,"1,648",0.45299999999999996,73,0.02,"1,335",0.36700000000000005,324,0.08900000000000001,83,0.023,173,0.048,1267,1.0,"1,151",0.9079999999999999,116,0.092
CT2020,Brooklyn,36047119400,3119400,4320,1.0,"4,320",1.0,0,0.0,0,0.0,3.07,"1,097",0.254,"1,449",0.335,69,0.016,"2,054",0.475,395,0.091,106,0.025,247,0.057,1486,1.0,"1,406",0.946,80,0.054000000000000006
CT2020,Brooklyn,36047119600,3119600,6458,1.0,"6,404",0.992,54,0.008,0,0.0,3.3,"1,627",0.252,"1,544",0.239,109,0.017,"1,862",0.28800000000000003,"2,469",0.382,193,0.03,281,0.044000000000000004,2061,1.0,"1,943",0.943,118,0.057
CT2020,Brooklyn,36047119800,3119800,3696,1.0,"3,312",0.8959999999999999,384,0.10400000000000001,212,0.057,3.14,839,0.22699999999999998,"2,185",0.591,133,0.036000000000000004,"1,120",0.303,112,0.03,64,0.017,82,0.022000000000000002,1157,1.0,"1,054",0.9109999999999999,103,0.08900000000000001
CT2020,Brooklyn,36047120000,3120000,2873,1.0,"2,729",0.95,144,0.05,0,0.0,3.31,693,0.24100000000000002,722,0.251,73,0.025,"1,059",0.369,754,0.262,139,0.048,126,0.044000000000000004,863,1.0,825,0.956,38,0.044000000000000004
CT2020,Brooklyn,36047120200,3120200,1972,1.0,"1,962",0.995,10,0.005,0,0.0,3.66,453,0.23,392,0.19899999999999998,33,0.017,215,0.109,"1,050",0.532,147,0.075,135,0.068,581,1.0,536,0.9229999999999999,45,0.077
CT2020,Brooklyn,36047120801,3120801,3999,1.0,"3,987",0.997,12,0.003,0,0.0,2.95,860,0.215,880,0.22,59,0.015,"2,047",0.512,649,0.162,86,0.022000000000000002,278,0.07,1449,1.0,"1,351",0.932,98,0.068
CT2020,Brooklyn,36047120802,3120802,3770,1.0,"3,770",1.0,0,0.0,0,0.0,2.53,956,0.254,520,0.138,16,0.004,"3,015",0.8,32,0.008,38,0.01,149,0.04,1536,1.0,"1,488",0.9690000000000001,48,0.031
CT2020,Brooklyn,36047120803,3120803,2010,1.0,"1,817",0.904,193,0.096,193,0.096,2.91,438,0.218,599,0.298,86,0.043,961,0.478,203,0.10099999999999999,48,0.024,113,0.055999999999999994,653,1.0,624,0.956,29,0.044000000000000004
CT2020,Brooklyn,36047121000,3121000,3688,1.0,"3,688",1.0,0,0.0,0,0.0,2.6,"1,005",0.273,"1,781",0.483,11,0.003,"1,742",0.47200000000000003,61,0.017,26,0.006999999999999999,67,0.018000000000000002,1445,1.0,"1,418",0.981,27,0.019
CT2020,Brooklyn,36047121400,3121400,4100,1.0,"4,100",1.0,0,0.0,0,0.0,2.76,"1,200",0.293,"1,746",0.426,59,0.013999999999999999,"2,115",0.516,35,0.009000000000000001,30,0.006999999999999999,115,0.027999999999999997,1508,1.0,"1,488",0.987,20,0.013000000000000001
CT2020,Brooklyn,36047122000,3122000,6169,1.0,"6,169",1.0,0,0.0,0,0.0,2.87,"1,621",0.263,"1,272",0.20600000000000002,98,0.016,"4,222",0.684,117,0.019,102,0.017,358,0.057999999999999996,2290,1.0,"2,151",0.9390000000000001,139,0.061
CT2020,Brooklyn,36047123700,3123700,8586,1.0,"8,586",1.0,0,0.0,0,0.0,5.12,"4,862",0.5660000000000001,744,0.087,"7,085",0.825,128,0.015,57,0.006999999999999999,402,0.047,170,0.02,1763,1.0,"1,677",0.951,86,0.049
CT2020,Brooklyn,36047150200,3150200,2616,1.0,"2,616",1.0,0,0.0,0,0.0,2.63,670,0.256,426,0.163,"1,772",0.677,57,0.022000000000000002,202,0.077,34,0.013000000000000001,125,0.048,1071,1.0,995,0.929,76,0.071
CT2020,Brooklyn,36047152200,3152200,3287,1.0,"3,272",0.995,15,0.005,0,0.0,2.86,623,0.19,458,0.139,"1,493",0.45399999999999996,477,0.145,590,0.179,52,0.016,217,0.066,1232,1.0,"1,143",0.9279999999999999,89,0.07200000000000001
CT2020,Brooklyn,36047990100,3990100,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CT2020,Manhattan,36061000100,1000100,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CT2020,Manhattan,36061000201,1000201,2012,1.0,"1,982",0.985,30,0.015,0,0.0,2.47,352,0.175,784,0.39,221,0.11,244,0.121,702,0.349,11,0.005,50,0.025,842,1.0,804,0.955,38,0.045
CT2020,Manhattan,36061000202,1000202,7266,1.0,"7,082",0.975,184,0.025,0,0.0,2.09,"1,205",0.166,"2,683",0.369,"1,575",0.217,942,0.13,"1,832",0.252,67,0.009000000000000001,167,0.023,3512,1.0,"3,386",0.9640000000000001,126,0.036000000000000004
CT2020,Manhattan,36061000500,1000500,5,1.0,5,1.0,0,0.0,0,0.0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,2,0.4,0,0.0,2,0.4,25,1.0,0,0.0,25,1.0
CT2020,Manhattan,36061000600,1000600,11616,1.0,"11,303",0.973,313,0.027000000000000003,266,0.023,2.34,"1,723",0.14800000000000002,"2,946",0.254,"1,145",0.099,"1,227",0.106,"6,027",0.519,64,0.006,207,0.018000000000000002,5790,1.0,"4,833",0.835,957,0.165
CT2020,Manhattan,36061000700,1000700,10542,1.0,"10,464",0.993,78,0.006999999999999999,0,0.0,1.76,"1,030",0.098,927,0.08800000000000001,"6,782",0.643,353,0.033,"1,894",0.18,105,0.01,481,0.046,7067,1.0,"5,929",0.8390000000000001,"1,138",0.161
CT2020,Manhattan,36061000800,1000800,10871,1.0,"10,641",0.9790000000000001,230,0.021,0,0.0,2.3,"1,430",0.132,532,0.049,"1,233",0.113,228,0.021,"8,708",0.8009999999999999,62,0.006,108,0.01,4809,1.0,"4,619",0.96,190,0.04
CT2020,Manhattan,36061000900,1000900,2016,1.0,"1,848",0.917,168,0.083,0,0.0,2.04,312,0.155,223,0.111,"1,148",0.569,151,0.075,357,0.177,32,0.016,105,0.052000000000000005,1124,1.0,904,0.804,220,0.196
CT2020,Manhattan,36061001001,1001001,1767,1.0,"1,767",1.0,0,0.0,0,0.0,2.06,315,0.17800000000000002,259,0.147,"1,085",0.614,49,0.027999999999999997,272,0.154,29,0.016,73,0.040999999999999995,907,1.0,856,0.9440000000000001,51,0.055999999999999994
CT2020,Manhattan,36061001002,1001002,6300,1.0,"5,789",0.919,511,0.081,0,0.0,2.43,"1,408",0.223,"3,702",0.588,134,0.021,"1,264",0.201,"1,050",0.16699999999999998,47,0.006999999999999999,103,0.016,2419,1.0,"2,381",0.9840000000000001,38,0.016
CT2020,Manhattan,36061001200,1001200,3776,1.0,"3,727",0.987,49,0.013000000000000001,49,0.013000000000000001,2.09,627,0.166,"1,104",0.292,"1,705",0.452,118,0.031,666,0.17600000000000002,35,0.009000000000000001,148,0.039,1851,1.0,"1,779",0.961,72,0.039
CT2020,Manhattan,36061001300,1001300,5402,1.0,"5,370",0.9940000000000001,32,0.006,0,0.0,1.74,581,0.10800000000000001,522,0.09699999999999999,"3,339",0.618,169,0.031,"1,045",0.193,49,0.009000000000000001,278,0.051,3519,1.0,"3,081",0.8759999999999999,438,0.124
CT2020,Manhattan,36061001401,1001401,3543,1.0,"3,543",1.0,0,0.0,0,0.0,2.04,679,0.192,416,0.11699999999999999,"2,080",0.5870000000000001,88,0.025,718,0.203,41,0.012,200,0.055999999999999994,1871,1.0,"1,735",0.927,136,0.073
CT2020,Manhattan,36061001402,1001402,3418,1.0,"3,319",0.971,99,0.028999999999999998,0,0.0,1.91,312,0.091,996,0.29100000000000004,957,0.28,287,0.084,"1,023",0.299,51,0.015,104,0.03,1833,1.0,"1,741",0.95,92,0.05
CT2020,Manhattan,36061001501,1001501,8385,1.0,"7,355",0.877,"1,030",0.12300000000000001,16,0.002,1.79,860,0.10300000000000001,763,0.091,"4,745",0.5660000000000001,364,0.043,"2,102",0.251,66,0.008,345,0.040999999999999995,4465,1.0,"4,104",0.919,361,0.081
CT2020,Manhattan,36061001502,1001502,10378,1.0,"9,292",0.895,"1,086",0.105,520,0.05,1.94,"1,027",0.099,993,0.096,"6,335",0.61,474,0.046,"1,951",0.188,94,0.009000000000000001,531,0.051,5519,1.0,"4,789",0.868,730,0.132
CT2020,Manhattan,36061001600,1001600,7698,1.0,"7,449",0.968,249,0.032,0,0.0,2.27,917,0.11900000000000001,444,0.057999999999999996,"1,347",0.175,229,0.03,"5,470",0.711,37,0.005,171,0.022000000000000002,3563,1.0,"3,285",0.922,278,0.078
CT2020,Manhattan,36061001800,1001800,7934,1.0,"7,379",0.93,555,0.07,0,0.0,2.05,845,0.107,"1,122",0.141,"2,551",0.322,378,0.048,"3,579",0.451,73,0.009000000000000001,231,0.028999999999999998,3942,1.0,"3,601",0.9129999999999999,341,0.087
CT2020,Manhattan,36061002000,1002000,4648,1.0,"4,621",0.9940000000000001,27,0.006,0,0.0,2.5,894,0.192,"2,829",0.609,77,0.017,867,0.187,765,0.165,31,0.006999999999999999,79,0.017,1874,1.0,"1,851",0.988,23,0.012
CT2020,Manhattan,36061002100,1002100,7811,1.0,"7,780",0.996,31,0.004,0,0.0,2.33,"1,961",0.251,547,0.07,"5,223",0.669,122,0.016,"1,337",0.171,84,0.011000000000000001,498,0.064,3781,1.0,"3,339",0.883,442,0.11699999999999999
CT2020,Manhattan,36061002201,1002201,6969,1.0,"6,886",0.988,83,0.012,33,0.005,2.13,878,0.126,"2,844",0.408,"1,629",0.23399999999999999,799,0.115,"1,457",0.209,45,0.006,195,0.027999999999999997,3357,1.0,"3,234",0.963,123,0.037000000000000005
CT2020,Manhattan,36061002202,1002202,2488,1.0,"2,295",0.922,193,0.078,0,0.0,1.9,209,0.084,474,0.191,"1,308",0.526,209,0.084,374,0.15,38,0.015,85,0.034,1306,1.0,"1,210",0.9259999999999999,96,0.07400000000000001
CT2020,Manhattan,36061002400,1002400,4518,1.0,"4,483",0.992,35,0.008,0,0.0,2.55,986,0.218,"2,719",0.602,81,0.018000000000000002,975,0.21600000000000003,645,0.14300000000000002,17,0.004,81,0.018000000000000002,1771,1.0,"1,756",0.992,15,0.008
CT2020,Manhattan,36061002500,1002500,4630,1.0,"4,630",1.0,0,0.0,0,0.0,2.42,818,0.177,"1,780",0.384,86,0.019,879,0.19,"1,753",0.379,42,0.009000000000000001,90,0.019,1954,1.0,"1,912",0.9790000000000001,42,0.021
CT2020,Manhattan,36061002601,1002601,3609,1.0,"3,441",0.953,168,0.047,0,0.0,2.2,489,0.135,"1,446",0.401,"1,121",0.311,401,0.111,503,0.139,25,0.006999999999999999,113,0.031,1638,1.0,"1,567",0.9570000000000001,71,0.043
CT2020,Manhattan,36061002602,1002602,4816,1.0,"4,503",0.935,313,0.065,0,0.0,1.96,459,0.095,981,0.204,"2,406",0.5,391,0.081,789,0.16399999999999998,51,0.011000000000000001,198,0.040999999999999995,2455,1.0,"2,302",0.938,153,0.062
CT2020,Manhattan,36061002700,1002700,1370,1.0,"1,323",0.966,47,0.034,5,0.004,2.04,164,0.12,53,0.039,232,0.16899999999999998,22,0.016,"1,022",0.746,9,0.006999999999999999,32,0.023,694,1.0,649,0.935,45,0.065
CT2020,Manhattan,36061002800,1002800,6819,1.0,"6,697",0.982,122,0.018000000000000002,0,0.0,1.99,829,0.122,"2,609",0.38299999999999995,"2,164",0.317,731,0.107,"1,013",0.149,70,0.01,232,0.034,3582,1.0,"3,371",0.941,211,0.059000000000000004
CT2020,Manhattan,36061002901,1002901,1096,1.0,137,0.125,959,0.875,940,0.858,1.52,16,0.015,318,0.29,228,0.20800000000000002,415,0.379,119,0.109,5,0.005,11,0.01,91,1.0,90,0.9890000000000001,1,0.011000000000000001
CT2020,Manhattan,36061002902,1002902,4359,1.0,"4,342",0.996,17,0.004,0,0.0,2.02,494,0.113,158,0.036000000000000004,556,0.128,29,0.006999999999999999,"3,495",0.802,14,0.003,107,0.025,2404,1.0,"2,148",0.894,256,0.106
CT2020,Manhattan,36061003001,1003001,4663,1.0,"4,628",0.992,35,0.008,0,0.0,1.74,301,0.065,754,0.162,"2,575",0.552,165,0.035,938,0.201,37,0.008,194,0.042,3005,1.0,"2,661",0.8859999999999999,344,0.114
CT2020,Manhattan,36061003002,1003002,3035,1.0,"3,020",0.995,15,0.005,0,0.0,1.71,206,0.068,640,0.21100000000000002,"1,577",0.52,143,0.047,493,0.162,70,0.023,112,0.037000000000000005,1919,1.0,"1,766",0.92,153,0.08
CT2020,Manhattan,36061003100,1003100,2989,1.0,"1,718",0.575,"1,271",0.425,3,0.001,1.87,233,0.078,433,0.145,"1,270",0.425,340,0.114,623,0.20800000000000002,71,0.024,252,0.084,1181,1.0,917,0.7759999999999999,264,0.22399999999999998
CT2020,Manhattan,36061003200,1003200,8372,1.0,"8,305",0.992,67,0.008,0,0.0,1.76,500,0.06,"1,019",0.122,"5,592",0.6679999999999999,233,0.027999999999999997,"1,126",0.134,76,0.009000000000000001,326,0.039,5077,1.0,"4,732",0.932,345,0.068
CT2020,Manhattan,36061003300,1003300,6458,1.0,"6,436",0.997,22,0.003,0,0.0,2.24,"1,419",0.22,380,0.059000000000000004,"4,832",0.748,94,0.015,747,0.11599999999999999,31,0.005,374,0.057999999999999996,3421,1.0,"2,867",0.838,554,0.162
CT2020,Manhattan,36061003400,1003400,7012,1.0,"6,987",0.996,25,0.004,0,0.0,1.7,431,0.061,"1,139",0.162,"4,459",0.636,244,0.035,759,0.10800000000000001,84,0.012,327,0.047,4564,1.0,"4,100",0.898,464,0.102
CT2020,Manhattan,36061003601,1003601,3513,1.0,"3,021",0.86,492,0.14,0,0.0,2.06,326,0.09300000000000001,"1,195",0.34,"1,030",0.293,419,0.11900000000000001,742,0.21100000000000002,42,0.012,85,0.024,1631,1.0,"1,463",0.897,168,0.10300000000000001
CT2020,Manhattan,36061003602,1003602,3000,1.0,"2,532",0.8440000000000001,468,0.156,0,0.0,1.67,179,0.06,388,0.129,"1,778",0.593,210,0.07,473,0.158,30,0.01,121,0.04,1637,1.0,"1,514",0.925,123,0.075
CT2020,Manhattan,36061003700,1003700,3092,1.0,"3,069",0.993,23,0.006999999999999999,0,0.0,1.8,408,0.132,290,0.094,"2,198",0.711,82,0.027000000000000003,338,0.109,27,0.009000000000000001,157,0.051,2080,1.0,"1,702",0.818,378,0.182
CT2020,Manhattan,36061003800,1003800,9070,1.0,"8,626",0.951,444,0.049,28,0.003,1.64,392,0.043,"1,132",0.125,"5,909",0.6509999999999999,318,0.035,"1,245",0.13699999999999998,64,0.006999999999999999,402,0.044000000000000004,5799,1.0,"5,262",0.907,537,0.09300000000000001
CT2020,Manhattan,36061003900,1003900,7036,1.0,"7,016",0.997,20,0.003,0,0.0,2.32,"1,557",0.221,525,0.075,"5,216",0.741,213,0.03,622,0.08800000000000001,78,0.011000000000000001,382,0.054000000000000006,3520,1.0,"3,019",0.858,501,0.142
CT2020,Manhattan,36061004001,1004001,3743,1.0,"3,604",0.963,139,0.037000000000000005,92,0.025,1.66,166,0.044000000000000004,418,0.11199999999999999,"2,645",0.7070000000000001,135,0.036000000000000004,359,0.096,31,0.008,155,0.040999999999999995,2380,1.0,"2,176",0.914,204,0.086
CT2020,Manhattan,36061004002,1004002,5090,1.0,"3,680",0.723,"1,410",0.27699999999999997,0,0.0,1.77,216,0.042,545,0.107,"3,149",0.619,185,0.036000000000000004,804,0.158,93,0.018000000000000002,314,0.062,2297,1.0,"2,074",0.903,223,0.09699999999999999
CT2020,Manhattan,36061004100,1004100,7523,1.0,"6,896",0.917,627,0.083,0,0.0,1.96,642,0.085,569,0.076,"2,594",0.345,210,0.027999999999999997,"3,829",0.509,82,0.011000000000000001,239,0.032,3962,1.0,"3,526",0.89,436,0.11
