borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude
MANHATTAN,1089403,34,WEST 21 STREET,121184397,10010,2016-09-12,PARTNERSHIP,N,40.740775,-73.991754
MANHATTAN,1089750,620,WEST 148 STREET,122528345,10031,2016-09-19,CORPORATION,Y,40.828676,-73.949835
MANHATTAN,1004533,127,AVENUE D,121236288,10009,2016-09-15,INDIVIDUAL,N,40.724156,-73.975702
MANHATTAN,1090966,158,EAST 126 STREET,121192388,10035,2016-09-20,PARTNERSHIP,N,40.804779,-73.936318
MANHATTAN,1090477,91,LEONARD STREET,121190166,10013,2016-09-22,PARTNERSHIP,N,40.717132,-74.004574
MANHATTAN,1090673,101,MORNINGSIDE AVENUE,122068467,10027,2016-09-23,PARTNERSHIP,N,40.810154,-73.954888
MANHATTAN,1090722,116,WEST 127 ST,121190335,10027,2016-09-21,INDIVIDUAL,N,40.809392,-73.945316
MANHATTAN,1090476,1,BEEKMAN STREET,121193546,10038,2016-09-30,PARTNERSHIP,N,40.711588,-74.006868
MANHATTAN,1090856,318,EAST 81 STREET,122575481,10028,2016-10-26,PARTNERSHIP,N,40.77437,-73.953439
MANHATTAN,1090139,540,WEST 53 STREET,121191968,10019,2016-11-10,CORPORATION,N,40.767257,-73.992094
MANHATTAN,1004520,253,EAST 7 STREET,122239470,10009,2016-11-04,INDIVIDUAL,N,40.723712,-73.977957
MANHATTAN,1090720,505,WEST 43RD STREET,121187456,10036,2016-11-04,PARTNERSHIP,N,40.760744,-73.996008
MANHATTAN,1007085,74,GRAND STREET,121784701,10013,2016-11-22,PARTNERSHIP,N,40.721914,-74.002785
MANHATTAN,1090406,117,WEST 21ST STREET,122832881,10011,2016-11-23,CORPORATION,N,40.741945,-73.994482
MANHATTAN,1090534,308,WEST 133 STREET,122620333,10030,2016-12-15,CORPORATION,N,40.8153,-73.947739
MANHATTAN,1090714,215,WEST 122 STREET,122523876,10027,2016-12-15,PARTNERSHIP,N,40.807374,-73.950512
MANHATTAN,1090582,601,WASHINGTON ST,121329053,10014,2016-12-23,INDIVIDUAL,N,40.730543,-74.009038
MANHATTAN,1075486,152,W. 140TH STREET,122733961,10030,2016-12-28,CORPORATION,N,40.817953,-73.940164
MANHATTAN,1090610,570,BROOME STREET,121186563,10013,2016-12-28,PARTNERSHIP,N,40.724461,-74.00657
MANHATTAN,1004245,287,EAST HOUSTON STREET,121193591,10002,2017-01-17,PARTNERSHIP,N,40.72155,-73.984105
MANHATTAN,1090157,102,WEST 131 STREET,122733970,10027,2017-01-17,CORPORATION,N,40.811771,-73.943226
MANHATTAN,1090386,281,5TH AVE,121193136,10016,2017-01-18,CORPORATION,N,40.745822,-73.986452
MANHATTAN,1090229,80,EAST 10 STREET,121193476,10003,2017-01-25,CORPORATION,N,40.731097,-73.989962
MANHATTAN,1090460,555,WEST 43 STREET,122459375,10036,2017-01-26,CORPORATION,N,40.761078,-73.996798
MANHATTAN,1089741,10,RIVERSIDE BOULEVARD,121192976,10069,2017-01-27,PARTNERSHIP,N,40.774151,-73.991826
MANHATTAN,1090440,302,EAST 96TH STREET,121193074,10128,2017-02-14,PARTNERSHIP,N,40.784103,-73.94677
MANHATTAN,1089667,2903,FREDERICK DOUGLAS BLVD,122186669,10039,2017-02-01,CORPORATION,N,40.828316,-73.937929
